names,scores,logfoldchanges,pvals,pvals_adj
GALC,-2.026499,-1.4735715,0.042713675914998146,0.3530729440584812
HEBP2,-2.027846,-0.92116493,0.042575962124721096,0.3524231815448155
TM7SF2,-2.029536,-2.3053856,0.0424037251014053,0.35159552938373023
HADH,-2.0302095,-2.15883,0.04233524435236507,0.3512513325989796
OAT,-2.0308096,-1.7184851,0.042274313054983435,0.35086270691867755
LCOR,-2.0337732,-0.867974,0.04197447397308357,0.34914420381318095
CATIP,-2.0344589,-2.2804656,0.041905346729746384,0.348730357026723
IER3IP1,-2.0350468,-1.3605897,0.04184617151994201,0.34847084437292175
AUTS2,-2.037643,-2.314507,0.0415856596985272,0.34664926040630356
CNN3,-2.0377285,-2.2740734,0.041577081364599616,0.34664926040630356
MARCH10,-2.0401165,-1.6121495,0.041338715009794205,0.34482166332625325
DNAJC10,-2.0409372,-1.1251371,0.04125708238418639,0.34425606376804857
INHBB,-2.0432394,-2.9368553,0.04102875243593719,0.3425804516775319
DZANK1,-2.0442069,-2.2791169,0.04093312524522899,0.3419572483698918
MIR99AHG,-2.0481377,-3.3810923,0.04054650462673646,0.33913244460341774
ZBED5-AS1,-2.0499868,-1.9171209,0.04036570972152598,0.3378372458340421
CUTA,-2.0536363,-0.99744236,0.04001091438403552,0.33520584025844563
JAML,-2.0554485,-1.856225,0.039835692758640816,0.3340750804976078
XRRA1,-2.0569303,-2.387898,0.03969292141535746,0.3333133615200298
HIPK1,-2.0587673,-1.5913299,0.03951653520466678,0.3320893212222224
SPEF1,-2.063274,-1.6847718,0.03908661743854539,0.32922125758243564
TMEM160,-2.06347,-0.6423384,0.03906801582600365,0.32922125758243564
MACC1,-2.0635066,-0.8300882,0.039064528860830124,0.32922125758243564
CFAP36,-2.0660782,-1.7952297,0.03882109729405663,0.3274412268037656
RPS6,-2.0670946,-1.2426747,0.038725239839209606,0.3269028424703439
SRGAP3,-2.0677435,-2.7900393,0.03866413493009361,0.3265598017721848
CCDC80,-2.0721767,-1.6364901,0.038248963927897596,0.3238994826799013
NDRG2,-2.0740626,-3.1384244,0.038073496804611896,0.32288555754020154
WLS,-2.0746872,-2.32822,0.03801553864976477,0.32250388308023614
PSMA3-AS1,-2.0749688,-1.3406427,0.0379894252178834,0.3223921944444713
TAX1BP1,-2.077516,-0.80479985,0.03775396101714809,0.3210505038818205
RPS29,-2.0789611,-3.550221,0.03762093317604754,0.3203569135261312
CFAP46,-2.0806265,-1.7688893,0.03746810788027346,0.31936952882763747
TTC30B,-2.082843,-2.8817275,0.03726553512700599,0.31776525997511035
CARS,-2.0838716,-1.4060544,0.03717184065504055,0.3171835711000187
EPB41L4B,-2.0841043,-2.5875082,0.0371506756921847,0.317111646917966
DNAI1,-2.0863087,-1.4019436,0.03695067404165922,0.31594602780332176
SLC2A10,-2.0879865,-3.6315587,0.03679906575299983,0.31487541040961514
AGBL2,-2.101702,-1.608839,0.03557939562168298,0.30537448175949145
CCDC66,-2.102804,-1.6429424,0.03548290100713197,0.3048615431941266
LMBRD1,-2.1038206,-1.4453275,0.03539410952972268,0.30430867858444927
SLFN13,-2.1038573,-1.7687764,0.03539090375269337,0.30430867858444927
SCP2,-2.10409,-1.0845903,0.035370606251345194,0.30430867858444927
KIF19,-2.1059759,-1.7747778,0.035206455921549695,0.3033237183358706
CROCC,-2.1092577,-1.5069839,0.03492234193891614,0.3015018696037008
LRRC6,-2.112466,-1.613193,0.03464648343658836,0.2994317220019485
SIX4,-2.11276,-2.784305,0.03462130726744242,0.2993180311291836
ITGA2,-2.1133235,-1.5080658,0.03457309662009767,0.2990050478443251
MEIG1,-2.1157236,-2.6817987,0.03436831957447902,0.2977511444276107
CHL1,-2.1197035,-2.4351528,0.034031049782590285,0.29513727221759506
BHLHE41,-2.1231816,-1.6194412,0.03373864825124017,0.2929074626246963
MTURN,-2.123353,-3.0095677,0.03372428982849314,0.29288492934762844
TRAK1,-2.126696,-1.3711846,0.03344534331818028,0.2906651320346844
MORN3,-2.1286433,-2.2873144,0.03328379134987819,0.28946319274209464
ZNF688,-2.1319375,-1.3773838,0.03301199426407982,0.2876016953048718
UBXN11,-2.1339457,-0.7695077,0.03284722298234803,0.28646690193957397
SMAD5,-2.133958,-1.9299346,0.03284622044323066,0.28646690193957397
ZC3H13,-2.1355376,-1.1993356,0.03271711238080023,0.28566721521826505
MPDZ,-2.1392484,-2.8347201,0.03241556667159431,0.28359634383556803
ERICH5,-2.1411831,-2.395988,0.03225927169131234,0.2825267695539873
SELENOP,-2.1419792,-2.8929543,0.03219516083979989,0.2820645002639611
MB,-2.1487267,-4.2026405,0.031656070462459655,0.27792824345725775
CHST6,-2.148996,-2.1760957,0.031634707665497405,0.27792824345725775
MAPRE3,-2.150392,-1.7222384,0.03152420745143756,0.27735732909305433
RCAN3,-2.15387,-1.9591651,0.03125036495997383,0.2754346326153587
ARHGEF28,-2.155266,-3.2787004,0.031141017760337477,0.27466532101120894
PARD3,-2.1565886,-3.037089,0.03103772872402853,0.27385131378440336
CFAP77,-2.1642792,-1.8246412,0.03044293003234868,0.2690800549788604
AC004130.1,-2.1725452,-1.4382418,0.02981456036411254,0.2639945727261871
ZNF609,-2.1744924,-1.9063467,0.029668177733879766,0.26288539409105777
PDLIM4,-2.1793785,-1.6445192,0.029303558973400066,0.2602101693575921
CROCC2,-2.182636,-2.2098825,0.02906262744070349,0.2584394145164558
FAM221A,-2.183934,-2.012878,0.028967093290909168,0.25768190634167465
WDR49,-2.1846442,-1.431484,0.028914934402852404,0.2573098469251687
FLNB,-2.1848893,-1.4628057,0.028896967335837014,0.25724189835359523
FILIP1,-2.1977477,-2.1900334,0.027967097536494068,0.2497678484796147
TOGARAM1,-2.2018132,-1.8977084,0.027678500381835017,0.2473679041662994
AC026369.3,-2.2027686,-2.000552,0.027611071220590748,0.2469425511212245
RAB25,-2.2030747,-2.3359046,0.027589489313461824,0.2468381941846518
AP1M2,-2.2035277,-3.2620485,0.027557574793563588,0.24664128496942478
MARCH6,-2.2048872,-1.5389094,0.027462022223209356,0.24587446649970865
SIVA1,-2.204936,-1.2733216,0.027458584229422975,0.24587446649970865
LYPD6B,-2.206736,-3.46685,0.027332495254070742,0.24542077148615485
NEBL,-2.2070792,-2.6738083,0.027308535031999755,0.24529408865864427
BAD,-2.211402,-1.2679418,0.027008016194128286,0.24303310271687756
FOXP1,-2.212455,-1.0260484,0.026935235933395897,0.24264125886600016
ZNF664,-2.2194965,-1.4614058,0.026452960757959776,0.23907523408800016
PIH1D3,-2.2232683,-2.6367617,0.02619771080277544,0.2370264539528727
ZFHX3,-2.2280564,-1.5116062,0.02587674459433583,0.23446326916097812
CCDC30,-2.2304568,-1.86815,0.025717134463317408,0.23310190425997093
KIAA1671,-2.2391024,-2.382025,0.025149249498629282,0.22853692090013522
WDR63,-2.2400086,-1.9769263,0.02509035946828112,0.22808501657565955
GNA14,-2.2402046,-3.3115706,0.025077642197130493,0.22805267095191825
AC078864.2,-2.2460093,-2.3136497,0.024703416228675248,0.2251428845819125
PARD6B,-2.2462418,-2.383159,0.024688516990122266,0.22508948536691847
PRSS23,-2.248483,-1.7923955,0.02454541190307002,0.2238667439467181
MRPS21,-2.2491565,-0.7016844,0.02450254288389577,0.22355764575526596
RPGRIP1L,-2.2524753,-3.045291,0.02429226162656419,0.2220458965638112
WDR19,-2.2528794,-2.159666,0.024266762569811508,0.22189427881958748
SMARCA2,-2.2550347,-1.2589321,0.024131159086644302,0.2208165123477973
MED31,-2.255757,-1.7177355,0.02408584837181986,0.22056400831553613
WDR45B,-2.2644763,-1.2452664,0.02354483802577015,0.21633962730916256
SGMS2,-2.2645009,-1.9384111,0.02354333330966918,0.21633962730916256
TRIP13,-2.2695093,-2.778908,0.023237367104486425,0.2138954541717588
NEK1,-2.2724853,-2.1796484,0.023057222511325633,0.2123157482653465
ARHGAP39,-2.2793796,-1.9772751,0.02264450438593125,0.20897906401234329
BAIAP2,-2.2795389,-0.902162,0.02263505080884579,0.20896927329975948
MAP3K19,-2.2814002,-2.3857434,0.02252477092654906,0.20802829054159683
SPAG1,-2.2875233,-1.3833574,0.02216529651346981,0.20524124875005012
LCA5,-2.2884662,-2.323205,0.022110383152550372,0.2048617368679746
MEAF6,-2.2918463,-0.83970404,0.0219145219363681,0.20329719884263386
LINC02166,-2.296071,-2.0883684,0.02167181960447892,0.20127065883324155
CD164L2,-2.3005776,-2.2734993,0.021415519151325668,0.1991939720894094
TMEM154,-2.3055127,-1.9701527,0.021137874077131868,0.19734230470435185
MLPH,-2.306419,-2.4261894,0.021087234310272797,0.19694337850393187
SUMF2,-2.3090763,-1.9983225,0.020939345574589263,0.19578248796909428
GOLPH3L,-2.3109744,-2.2792902,0.020834264914154032,0.19494639687994034
TTC21A,-2.3140237,-2.2735546,0.02066642012240545,0.19352132178554846
BCL7A,-2.319314,-2.848101,0.020378015481747343,0.1912175364364336
FZD6,-2.3236492,-2.8556514,0.020144307319270256,0.18920147413900795
DDR1,-2.3283148,-1.5363415,0.019895390588472863,0.18728745945647857
NT5DC1,-2.3303478,-2.5833876,0.019787781231974545,0.1864859821706791
GRAMD2B,-2.3351727,-1.5840257,0.019534403505271625,0.18444714178147828
CIPC,-2.341908,-1.8598175,0.019185445177401412,0.1817392349386458
ENPP5,-2.3461819,-3.2435577,0.018966851803811125,0.17997547372831296
NEDD4L,-2.3486187,-1.7310024,0.018843187212955907,0.1790066838669932
VNN3,-2.3489616,-2.5378213,0.0188258438845505,0.17891018583260415
KIAA1522,-2.350517,-1.517406,0.018747354663784115,0.17823229620983608
PRSS12,-2.3575828,-2.3412983,0.018394347841858543,0.17507678398869872
BCO2,-2.362861,-2.6590676,0.018134472824725734,0.17280146914001
LPAR3,-2.3660572,-3.1910284,0.017978668602136823,0.17144805420321899
SORBS2,-2.3731108,-2.629567,0.01763896815396356,0.16846669277542717
CCDC113,-2.375352,-1.5679615,0.017532226554772483,0.1675114769713277
CASC4,-2.378291,-1.4847003,0.017393096140607606,0.1663097929358636
ESRRA,-2.3828833,-2.0249119,0.01717764290736752,0.16450235798097843
STARD10,-2.3861773,-2.3226466,0.01702453663385289,0.16335026498894148
NFIB,-2.3863487,-2.639756,0.017016601163202756,0.1633370672176505
DNAAF2,-2.3868508,-2.0572205,0.016993380239013284,0.1632400364857993
DCDC1,-2.3959374,-3.0572615,0.016577917259678734,0.15968029471904865
BCAS1,-2.399293,-2.7679093,0.016426768852335523,0.15840825625650742
SMIM19,-2.4013748,-1.3203518,0.016333600392969515,0.15769302682611397
ZBTB44,-2.4032362,-2.2145076,0.016250690309644735,0.15713628660964826
SYNE1,-2.4038851,-1.574756,0.0162218679556123,0.15691852767163583
C11orf74,-2.4048035,-2.1034448,0.016181158374920113,0.15664644726949298
PRDX2,-2.4076202,-1.6191053,0.016056875009194952,0.1557460579875127
KLF5,-2.4095182,-1.0304674,0.01597359287762591,0.15524062804840263
DHRS9,-2.4123962,-1.1379337,0.015848050810857404,0.1542011008751616
PBX1,-2.4162414,-3.613406,0.015681659965955757,0.15270146714600408
PLEKHG7,-2.417013,-2.3963258,0.015648461536531648,0.15243781056263753
CCP110,-2.422646,-1.5837566,0.015407928692925623,0.15038569017903078
INTU,-2.424581,-2.306775,0.01532606499279942,0.14982477120365637
AC133794.1,-2.4260871,-3.8140168,0.01526260096708715,0.1493803071853392
ABHD2,-2.4284508,-0.75560796,0.01516348553579232,0.1486439473841311
RPS11,-2.4287324,-2.0724344,0.015151711733304115,0.14858703050316627
RCN2,-2.430202,-1.8300228,0.01509041368224986,0.14811426055674326
EPCAM,-2.4353697,-1.678782,0.014876579999438264,0.14635004559700251
SCGB2A1,-2.4366066,-3.1506057,0.014825799478182335,0.14596582886803558
PLS1,-2.4386272,-2.6346595,0.014743169756061386,0.14520972458709352
ENKD1,-2.4392395,-2.341234,0.014718210709336843,0.1451361300799121
ZNF428,-2.4473464,-1.5155764,0.014391246674122846,0.14241957509498598
LY75,-2.451718,-2.3196054,0.014217595812886938,0.14103741758767802
EFHB,-2.455147,-2.1473453,0.014082695327046073,0.14003395804637386
MZT2B,-2.455943,-1.6206923,0.014051541168384838,0.1397799934285314
ANKRD37,-2.4561024,-0.78891045,0.014045317641126058,0.13977392643740916
EFEMP1,-2.457731,-2.6794562,0.013981785803264531,0.13942029824408633
LRRC61,-2.461919,-2.3132417,0.013819581625616894,0.13821857814775507
SEC14L4,-2.4654338,-11.4445305,0.013684747522298972,0.13695198093156033
CCDC187,-2.4708955,-1.4392582,0.013477519833284454,0.13514972465926284
CD52,-2.4720712,-2.291674,0.013433279150368998,0.13498714038156542
ZNF273,-2.4745326,-2.088181,0.013341065665998318,0.13426806548815365
MIR4458HG,-2.4747775,-3.1741843,0.013331920872493385,0.13423028621278318
SMIM27,-2.4779491,-1.303855,0.01321399530278403,0.1332585131810529
LIPH,-2.4842436,-2.7583354,0.012982693546429202,0.13124485855157966
DDX17,-2.485101,-1.2530042,0.012951472002075814,0.1310049447602366
PCDH7,-2.4857008,-2.9880383,0.012929656459877772,0.13086809601402302
CTTN,-2.4872563,-2.075722,0.012873265383984816,0.1303503191524351
METTL27,-2.498045,-1.3918136,0.01248803536163145,0.12686233882874806
TTLL10,-2.5009596,-1.9106873,0.012385733489392486,0.12592583836357024
RPL36A,-2.511883,-1.3603289,0.012008890052321244,0.12259506084983464
RABL2A,-2.5205898,-2.4890988,0.011715830014156312,0.11989825381112948
ACBD3-AS1,-2.5266273,-3.4076266,0.011516367086293432,0.11805105972895025
GPR162,-2.5273619,-1.879813,0.011492298560491969,0.11785285908471563
ECHDC2,-2.5277905,-2.5318043,0.01147827921307014,0.11780613113200059
HINT2,-2.5299337,-1.6058769,0.011408409912119876,0.11728241057055029
RBP4,-2.5324807,-4.05772,0.011325856485701637,0.11657813172281317
MFSD6,-2.5349667,-1.9651678,0.011245799363611692,0.11584987933577473
FAM104B,-2.5387752,-2.0466304,0.011124124788993625,0.11492928760213787
CAT,-2.5416286,-1.4528497,0.011033734350120422,0.11418493415779235
PPP1R32,-2.5453758,-1.9102826,0.010916015682808453,0.11301366922505102
CLSTN1,-2.5671003,-1.468004,0.010255292182130773,0.10706353041629942
IFT88,-2.569072,-1.9572154,0.010197127221428326,0.10654564443405114
TFRC,-2.5723171,-2.1020958,0.010102029203679376,0.10572947673073256
BEST4,-2.573799,-2.2845392,0.010058870318682252,0.10536634920692864
DAW1,-2.575942,-2.4923215,0.009996740924753673,0.10480372727808072
CEP290,-2.5779014,-1.9074951,0.009940236261642973,0.10429917517010046
MRLN,-2.5788565,-3.7942903,0.009912793535782595,0.1040550785191614
AFDN,-2.5822365,-1.8634385,0.009816229676535539,0.10325910549896848
KCNJ16,-2.5840244,-5.5511136,0.009765488531934844,0.10281221943198549
PLPPR3,-2.584698,-5.6088524,0.009746434415921558,0.10265502137141747
TCTN1,-2.5854816,-1.4255863,0.009724304070879002,0.10250865667265718
TRAPPC6A,-2.5870492,-2.0999534,0.009680177699707967,0.10212997650213078
MYEF2,-2.587845,-2.7551384,0.009657838182892472,0.10193747898085616
KTN1,-2.594813,-1.3271459,0.009464235167495401,0.10010619857071706
DCBLD2,-2.601022,-3.8327036,0.009294651968400652,0.09855338513127473
EFHC2,-2.6033854,-3.0990298,0.009230812552993517,0.09801194104775504
TSPAN13,-2.6079042,-2.278835,0.009109845239375617,0.09686875000952481
FUZ,-2.6087492,-1.9803566,0.009087383040376236,0.09673653284409059
TSPAN3,-2.6109657,-0.7646265,0.009028695261124283,0.09615290132879964
TUBA4B,-2.6112106,-1.1707243,0.009022231232151632,0.09612517563087011
TCTEX1D1,-2.6199543,-2.1805837,0.008794155671184653,0.09381563070129677
ZBTB4,-2.6247058,-2.2856297,0.008672388024145371,0.0926356882939492
SLC25A4,-2.626065,-2.2599738,0.008637830766722834,0.09234579143865687
ATP2C2,-2.6338046,-2.3442647,0.008443407648908928,0.09053936565468708
CBX5,-2.6355066,-2.459071,0.00840117554753577,0.09025188370199815
C11orf16,-2.6364987,-2.2154474,0.008376652695517855,0.09013408619952423
C16orf46,-2.6370375,-4.043853,0.008363358494907935,0.09006888545186535
PARVA,-2.6395235,-2.939353,0.008302267971805156,0.08956593164210423
ZNF440,-2.6420217,-2.253498,0.00824127900956509,0.08902369026427817
CCDC189,-2.658015,-1.9535275,0.00786024022757699,0.0852404710045468
UBE2H,-2.6585171,-1.3840398,0.007848537824550491,0.08522492075598896
POLD2,-2.661909,-1.9312495,0.007769883340718803,0.08459218421537275
FAM161A,-2.6659014,-3.6376307,0.007678220520735185,0.08370403360148221
CNTD1,-2.667469,-4.225352,0.007642496004550836,0.08346074913039968
RAMP1,-2.6686935,-2.3809628,0.007614689970102967,0.08323009901913686
GIPR,-2.6740327,-2.9739647,0.007494512428395421,0.08216902904210374
IQCD,-2.6746452,-2.182807,0.007480839882177794,0.0820552564873766
MDH1B,-2.6752083,-2.4205055,0.007468280900296524,0.0819536034096444
SLC34A2,-2.6782331,-2.0864084,0.00740116743097749,0.08131256260770024
TTC26,-2.6800945,-2.7031114,0.007360136219003295,0.0809452436912381
SPATA17,-2.6845398,-1.9332902,0.007262971639146922,0.0800180224969554
DGKH,-2.6887035,-1.9891602,0.00717300911707198,0.07920210820664089
SERTAD4-AS1,-2.6923652,-3.4923153,0.007094722962950063,0.0784420546423151
IQCK,-2.6955981,-2.232629,0.007026239341556508,0.07778849860623188
C1orf87,-2.6979003,-2.2938728,0.006977833213103308,0.07728695247911889
LRWD1,-2.7058234,-1.9619637,0.006813524828613572,0.07556790855574581
ARMC4,-2.7083585,-2.375309,0.006761695255089287,0.0750599421116666
PCM1,-2.725307,-1.2322704,0.006424173238650611,0.07156845166405439
HOOK1,-2.733426,-3.458446,0.006267919206303846,0.07007854527065983
IFT81,-2.7363162,-2.5665288,0.006213130436369164,0.06952842010568801
WDR34,-2.7419248,-2.0086408,0.006108031898141284,0.06839069093671747
ACADM,-2.7428923,-1.7451729,0.006090066331406447,0.0682740034154386
PPIC,-2.748464,-2.879237,0.005987517144091496,0.06730869455515977
KIF3B,-2.7490888,-1.8295835,0.005976120136484567,0.06723877780313116
MYCBP,-2.7500196,-1.6990968,0.0059591726276322235,0.06707840834331588
LRRC34,-2.7616777,-2.753084,0.0057505216532504205,0.0649058198750146
TOMM7,-2.7656822,-0.83986217,0.005680387320296382,0.06414329428029915
GTF2I,-2.776226,-1.1474487,0.005499397025990981,0.06235404669861085
KLHDC9,-2.7777567,-2.849479,0.00547355802378992,0.06208934908170624
COLCA1,-2.778014,-4.005342,0.005469227839049982,0.06206850682064973
PTPRT,-2.7851655,-2.752366,0.005350039400666407,0.06088237250328742
MAP1A,-2.785386,-2.4349828,0.00534640333479067,0.060868814189736116
SHROOM3,-2.792905,-2.07603,0.005223701707184381,0.05960813419210995
ABCD3,-2.793897,-2.2868843,0.005207706071859346,0.059480125451021035
CASC1,-2.807478,-2.4072104,0.004993111040565048,0.05729192248803185
CFAP100,-2.8114579,-1.1945362,0.004931755462077292,0.05666625715286686
SSBP3,-2.815389,-2.2859213,0.004871825214260038,0.05602936536252226
TP53TG1,-2.8195891,-2.4492989,0.004808516400073846,0.05540363250598737
SIX1,-2.8241692,-2.2772536,0.004740334992695198,0.05469397635918338
GCLC,-2.825394,-1.4733224,0.004722253544263292,0.05453589563943029
TMEM232,-2.8266184,-2.8212433,0.004704234549316043,0.05440350025240138
TOGARAM2,-2.8266306,-1.7660792,0.004704054674117522,0.05440350025240138
FAM84A,-2.8280635,-3.0523741,0.004683052205593328,0.05420888743238878
HINT1,-2.8321292,-0.9311068,0.004623916883023862,0.05364907104865384
ALCAM,-2.8368807,-1.0118505,0.004555664375477257,0.05298025410128585
LINC02345,-2.8371134,-2.9550116,0.00455234567154236,0.05296675461482861
MGST2,-2.8421097,-1.8052362,0.004481607239209328,0.05221691092609876
TSGA10,-2.842771,-2.54042,0.004472319809113713,0.052133095003334434
CABCOCO1,-2.8444242,-2.483013,0.004449177483755124,0.05191193541144275
TC2N,-2.848649,-2.7323864,0.004390528190235663,0.05132383164726656
BAIAP2L1,-2.8521147,-1.7601699,0.004342942921293046,0.05081528937841896
CLCN3,-2.8545027,-1.6484987,0.004310427085054926,0.05048227845286105
ADH7,-2.8624504,-2.9180431,0.004203791336153026,0.04937273607494065
NBEA,-2.8661609,-2.816113,0.00415483030085233,0.048843776988159664
FAIM,-2.867459,-2.3114448,0.004137824556547963,0.04866683686040989
STMN1,-2.8696754,-1.2305908,0.004108932384663393,0.04839560427896586
DNAH6,-2.869908,-2.3156755,0.00410591014681784,0.048382894815720494
DCDC2B,-2.875321,-2.275044,0.004036170238600386,0.0476061595314595
MYCBPAP,-2.877256,-3.5856745,0.004011502655298684,0.047337632518617036
ZKSCAN1,-2.879154,-1.5558794,0.003987436518269985,0.04709828361878764
CFAP57,-2.883146,-3.0885758,0.003937247280188664,0.04666948037204944
RUVBL1,-2.887273,-1.9324247,0.0038859682410784468,0.0462066491091749
CFAP299,-2.8942165,-2.7011824,0.00380105903950088,0.045240233759336716
C6orf132,-2.8949146,-2.7703075,0.0037926171373900922,0.04518249181207733
MUC20-OT1,-2.895331,-1.5100081,0.003787589733025226,0.04514466096821212
CAPS2,-2.9011724,-2.949407,0.003717693838327633,0.04439657500264735
COQ4,-2.9027276,-1.2608893,0.0036992829492755275,0.04421912921459979
KCNRG,-2.903095,-3.941296,0.0036949460409467683,0.04418850214867127
CFAP74,-2.9035726,-2.1532023,0.003689314970900899,0.04414236110545963
VSTM2L,-2.9061198,-2.7243257,0.0036594141553807926,0.043805650507128056
PKIG,-2.9092302,-2.648931,0.0036231995824417274,0.04345570635993091
NEK4,-2.9212558,-2.8835227,0.0034862343998622886,0.04205608058244725
CFAP206,-2.9224436,-3.884778,0.0034729642172353623,0.041916304432837274
DZIP3,-2.9224682,-2.7093208,0.0034726910895763546,0.041916304432837274
SMIM14,-2.924305,-1.5881673,0.003452262143165235,0.041747389559335206
IQCA1,-2.9247582,-2.935021,0.0034472398506173074,0.04170691207022368
TEAD1,-2.9253826,-3.169349,0.0034403281319224247,0.04164352462651262
RUVBL2,-2.9282851,-1.2409039,0.0034083741864177463,0.04131699555385369
TMEM98,-2.9286525,-3.6634052,0.0034043487069300837,0.041308420299148225
FAM13A,-2.931016,-2.1157928,0.003378554781907672,0.04103543195839957
KCTD1,-2.9404209,-2.9007835,0.0032776671087244753,0.039926924334701915
CCDC81,-2.948638,-3.3525789,0.003191776443634195,0.039033419287842736
CCDC181,-2.9516015,-3.3564408,0.0031613062635694857,0.03871783800128707
CLMN,-2.9534628,-1.6747838,0.0031423037814561987,0.03854198120910241
CC2D2A,-2.9552999,-2.5129428,0.0031236534678042095,0.038332108277406116
SUN1,-2.957896,-1.5441072,0.00309746644195515,0.038029495531677164
ATP5ME,-2.9639454,-1.8861814,0.0030372206500533807,0.037363516287390874
ADH1C,-2.968501,-4.107029,0.0029925609504986746,0.03685053170448392
C21orf58,-2.9841392,-2.2649548,0.0028437734168912216,0.03510516326582773
CEP97,-2.985168,-3.4230878,0.0028342271528237987,0.035039434894816174
TEKT4,-2.9851923,-2.4686005,0.002834000217877429,0.035039434894816174
FTO,-2.9889765,-2.59079,0.0027991374104517027,0.03465724633656735
SPINT1-AS1,-3.001259,-2.8265493,0.0026886560587897324,0.0334222901686498
STMND1,-3.001651,-3.0053496,0.0026851977465101548,0.033395973371806366
SSBP4,-3.002496,-1.4458679,0.0026777545893186547,0.03332004573685416
SYAP1,-3.0061085,-1.2627738,0.002646144553865747,0.03300919501337837
LINC00467,-3.013934,-2.1343973,0.002578840377642532,0.032315322880181886
MYO6,-3.0140195,-2.3627117,0.002578111833056197,0.032315322880181886
FXYD1,-3.0161505,-4.0579515,0.002560062669877005,0.03212852843612275
ZBTB20,-3.0171423,-2.1011474,0.002551699955192833,0.03205589161672369
TECR,-3.0189424,-1.2100439,0.0025365869607417648,0.031882119503033414
TACC2,-3.0242083,-2.2811637,0.002492847664635891,0.03136402930862509
MGMT,-3.0249186,-1.702583,0.002487001051922847,0.03130628877240999
TMEM14A,-3.0261555,-2.8318276,0.0024768498181021556,0.03119427598428203
VWA3A,-3.0388546,-1.1515197,0.0023747949802428317,0.030015238686835668
ANK3,-3.0395403,-2.5255742,0.0023693949608061134,0.029977421305442793
VMO1,-3.0426264,-3.308013,0.0023452337209318645,0.029686819734358154
TRIM2,-3.0483696,-2.1979017,0.0023008667068841865,0.029244145040688802
ENPP4,-3.0547376,-1.9434744,0.0022525747933395744,0.02868893083343328
TTC3,-3.0577135,-1.3280677,0.002230327542701356,0.028420125632405865
LARP6,-3.0582278,-2.7180507,0.002226502809159549,0.028385915742582493
SRI,-3.0626853,-1.2682613,0.0021936060269721813,0.02802390788382778
LRTOMT,-3.0665183,-3.437152,0.0021656753022628542,0.027681288167886453
CP,-3.072825,-3.388509,0.002120427689833074,0.027172686077793985
RPS4X,-3.0842628,-1.2358236,0.0020405722958263036,0.026228700362855118
C4orf47,-3.0863323,-1.6720105,0.002026421361204923,0.02606191398380237
MAL2,-3.0902145,-1.8572333,0.0020001204928830067,0.025750258610286444
FBXO15,-3.0947578,-3.0183172,0.0019697374212648473,0.02538534785304008
SYTL1,-3.0999744,-1.8753195,0.0019353729960315939,0.025007188494131114
CFAP54,-3.1018972,-2.5750551,0.0019228476181317397,0.024871159918889447
TTC25,-3.1174252,-2.5502362,0.0018243829038817965,0.023782884776833955
C7orf57,-3.1183314,-2.4212904,0.0018187821888350309,0.023722293200525633
CYB5A,-3.1210623,-0.994057,0.001801999771684581,0.02352902895377645
C17orf97,-3.1241605,-2.3077366,0.0017831320340155963,0.023306144102338232
ADGRF1,-3.1424193,-2.0210009,0.0016755790819572938,0.022085888598017286
FRMPD2,-3.1432152,-2.422393,0.0016710289853497477,0.02203757982321153
GTF2H5,-3.14564,-1.4514565,0.0016572386525705838,0.021867294759064636
RBMX,-3.1492894,-1.2281425,0.0016366808048870203,0.021607484284666974
KIAA1211L,-3.1548367,-2.0943222,0.0016058792839463464,0.021234619379171576
EFCAB10,-3.1644988,-2.3993168,0.0015535025723305488,0.020639523053755354
LMO7,-3.1680624,-1.063631,0.0015345853540668713,0.020422042079589003
PPP1R14C,-3.1751652,-3.6205957,0.0014975122718736986,0.019960684184894658
RGS22,-3.177688,-3.633912,0.001484544761767163,0.019819667572783157
ODF3B,-3.1821332,-1.7450463,0.0014619457533201648,0.019554362782650457
CRIP2,-3.183823,-1.9434706,0.0014534378888826714,0.019477475777873864
GABPB1-AS1,-3.1895053,-2.0875175,0.0014251652750958549,0.019135967501861174
MAP1B,-3.197061,-3.2253854,0.001388355137925908,0.018675664278345317
PTPRN2,-3.20109,-2.602645,0.0013690873844379994,0.018486391965901166
STIM2,-3.2125278,-2.1362555,0.0013157239164432028,0.01786270981216974
DNAH11,-3.218308,-1.5755188,0.001289492783862045,0.017516137929831456
PPP1R42,-3.2301621,-3.1937196,0.001237200313121371,0.016907272555658076
CETN3,-3.2301743,-2.842828,0.0012371473194272978,0.016907272555658076
CCDC65,-3.238906,-2.6548429,0.0011998918857989522,0.01645160135710799
CLDN4,-3.2395916,0.3560675,0.0011970101380847581,0.01643018491078963
PACRG,-3.2434,-3.3582911,0.0011811221693390486,0.0162389623933589
TMC4,-3.2607284,-2.0508037,0.0011112648375832788,0.015371879550547812
RAB11FIP1,-3.2652225,-0.7495166,0.001093781000049882,0.015172174440246248
CFAP44,-3.2656634,-1.7201964,0.0010920797364868335,0.015157019709468042
PLEKHA5,-3.2666063,-2.5665288,0.0010884491347313177,0.015123490516559755
RSPH3,-3.27475,-1.776623,0.0010575552834363856,0.014735349189861536
JPT2,-3.2903638,-1.840209,0.0010005797309805458,0.014030277320538635
