names,scores,logfoldchanges,pvals,pvals_adj
ISG15,16.021614,58.397846,9.027477012264213e-58,2.0446850200109616e-53
IFITM3,15.984363,50.3232,1.6423832443158052e-57,2.0446850200109616e-53
TAOK1,15.525002,9.069777,2.349989517457906e-54,1.9504129665061466e-50
IFITM1,15.41066,21.648132,1.387868045112725e-53,8.639131613815433e-50
KLF6,14.979441,17.16225,1.000559765802425e-50,4.512688828029717e-47
SAT1,14.973906,62.825726,1.0874385705521628e-50,4.512688828029717e-47
CCL2,14.950135,148.2067,1.5543235428117097e-50,5.528728841781251e-47
IFITM2,14.63485,12.287404,1.683487980400485e-48,5.2396459029989595e-45
IFIT3,14.493395,19.361311,1.3338360595663185e-47,3.6901315607935295e-44
RSAD2,14.442586,21.90934,2.791668764186793e-47,6.950976055948696e-44
H3F3B,14.28182,24.162699,2.840829782571421e-46,6.4303473414768915e-43
TYMP,14.236792,22.543901,5.415696523602984e-46,1.1237118978432559e-42
IL1RN,14.193931,26.534277,9.98989439604947e-46,1.913372158209506e-42
ISG20,14.101816,13.073085,3.701223555195476e-45,6.293787780453649e-42
SRGN,14.100114,25.438412,3.7915906946786916e-45,6.293787780453649e-42
BCL2A1,14.0118685,14.334521,1.3188853856931412e-44,2.052432951148345e-41
IFIT2,13.977347,21.219458,2.1432967980794243e-44,3.05518731832906e-41
RNF213,13.9728775,10.286999,2.2821725533822143e-44,3.05518731832906e-41
SOD2,13.971358,16.288568,2.3313610606149703e-44,3.05518731832906e-41
MX1,13.832183,14.584768,1.6299896143922243e-43,2.0292555704376e-40
GBP1,13.826084,13.620139,1.7741962183250002e-43,2.1036053161940085e-40
CTSL,13.792505,38.482613,2.82766571635471e-43,3.2002749396143602e-40
IFI30,13.660273,14.549971,1.7532622161343726e-42,1.898020692153467e-39
MT2A,13.594131,39.798264,4.3387906858790666e-42,4.5013145536542866e-39
IRF7,13.51801,9.375698,1.224427229224945e-41,1.2194805432188762e-38
IFIT1,13.493335,14.204575,1.7117967873648926e-41,1.6319227409460164e-38
CTSB,13.490886,36.364155,1.7696258486502445e-41,1.6319227409460164e-38
ACTB,13.454392,79.87769,2.9011506008687243e-41,2.579848171822513e-38
CXCL10,13.3934555,65.11694,6.603513671794868e-41,5.669685755655876e-38
MT-ATP8,13.376202,13.552314,8.329702822550883e-41,6.91337568595648e-38
APOBEC3A,13.35504,44.828053,1.1069856178880295e-40,8.891237064449692e-38
CCL3,13.306105,27.941236,2.1331616238938543e-40,1.6597997272916586e-37
HLA-E,13.288323,10.990202,2.7057219740894017e-40,2.0415082252379397e-37
NAMPT,13.264542,8.950876,3.71685490457527e-40,2.7219403020299898e-37
VAMP5,13.256912,12.363479,4.114908708125961e-40,2.9273460549608086e-37
C15orf48,13.2451315,15.865468,4.814354688704117e-40,3.329794927612328e-37
TMSB10,13.218754,84.83645,6.83875115442713e-40,4.602109864704895e-37
NFKBIA,13.208443,12.189456,7.843023223646301e-40,5.139037769620243e-37
TNFSF13B,13.20134,10.955365,8.618806990311046e-40,5.5025557756860185e-37
LY6E,13.1865835,13.546299,1.0482938142335235e-39,6.525366920150126e-37
PLEK,13.168018,12.343573,1.3407022081292988e-39,8.14198640980766e-37
GNG5,13.162691,8.961861,1.4386796708687334e-39,8.528972648800141e-37
FOS,13.130215,11.345053,2.2102797469751112e-39,1.279854777207751e-36
TNFSF10,13.086215,16.379837,3.947961923532967e-39,2.2340978166828942e-36
DUSP1,13.057682,9.014522,5.7450744531571205e-39,3.178813529092425e-36
SH3BGRL3,12.986557,25.75557,1.4584222473215443e-38,7.894185986099812e-36
HLA-B,12.761768,35.52551,2.6804570255863197e-37,1.3904312391682037e-34
ATP6V0C,12.717683,10.551575,4.71640402093007e-37,2.396607014635465e-34
NINJ1,12.713691,11.092503,4.963546543349853e-37,2.4717469076573594e-34
HLA-C,12.646533,19.500082,1.1692114696504775e-36,5.708273800554361e-34
ZFP36,12.628336,10.200998,1.4736218257108969e-36,7.056098045841466e-34
UBE2L6,12.626119,7.9471846,1.515711952486099e-36,7.1207003594247895e-34
MAFB,12.60824,11.729667,1.9019322347332128e-36,8.721962639047711e-34
TIMP1,12.6072235,18.775295,1.9266153064284674e-36,8.721962639047711e-34
TAP1,12.479889,8.358964,9.612037088518787e-36,4.2737519904826655e-33
SGK1,12.411128,10.824153,2.2742694598148856e-35,9.934567592970323e-33
S100A10,12.374157,17.87035,3.606617371632382e-35,1.522053659936859e-32
FCER1G,12.235568,23.964354,2.006948944931197e-34,8.328503629973645e-32
VIM,12.223273,26.895807,2.334899828957019e-34,9.530601777246036e-32
S100A8,12.220273,49.26891,2.4226937250933647e-34,9.729459848564465e-32
MX2,12.185654,8.191776,3.7066972419477616e-34,1.4649691210675763e-31
JUNB,12.08891,7.4691725,1.2087997057676983e-33,4.702797480298425e-31
GBP5,12.055368,10.227191,1.817191071013565e-33,6.960960073410271e-31
WARS,12.029822,10.155782,2.476919969057933e-33,9.344368228723255e-31
HLA-A,12.019402,22.53239,2.809998522406482e-33,1.0289140177852794e-30
IFI6,11.987427,14.036752,4.135523958589893e-33,1.4923247977526052e-30
TPM4,11.963131,8.4115505,5.543181421438421e-33,1.9615093341175227e-30
PLAUR,11.962384,9.022342,5.5932833737236075e-33,1.9615093341175227e-30
LYN,11.9210415,7.20168,9.195215997107608e-33,3.179884487666421e-30
MGAT1,11.909775,7.2142425,1.0526114116267645e-32,3.590270073711618e-30
CD68,11.889128,9.766147,1.3480665841111766e-32,4.5358797132140795e-30
RPL28,11.832796,25.545322,2.641916523793508e-32,8.77081060345794e-30
NCF1,11.8174515,10.77308,3.171587892400188e-32,1.0326933622950108e-29
EMP3,11.81608,7.7055817,3.2237787562430324e-32,1.0326933622950108e-29
PSMB9,11.815786,7.569851,3.2350729852207256e-32,1.0326933622950108e-29
CCR1,11.727542,8.636129,9.209480001138221e-32,2.9026182601055767e-29
PFN1,11.714083,16.337118,1.0795278238822562e-31,3.3184152205980617e-29
GAPDH,11.693387,15.445436,1.3777963262843525e-31,4.1836281375797675e-29
GBP4,11.667732,8.503986,1.8632471252809283e-31,5.589516888237329e-29
CDKN1A,11.611009,7.077207,3.6231808077334907e-31,1.0739711777590021e-28
CCL3L1,11.5849,24.718565,4.9154188837988905e-31,1.439870762208336e-28
CCL8,11.578679,85.18485,5.285443609684545e-31,1.530258842296924e-28
EPSTI1,11.576156,6.7352004,5.4432563706661195e-31,1.5578349468185714e-28
FCN1,11.542308,10.567826,8.072965671520293e-31,2.258525530957121e-28
LAP3,11.531041,6.727909,9.202356624519672e-31,2.545883084376837e-28
PLSCR1,11.518012,6.1611423,1.0705267499117859e-30,2.9291258841817093e-28
ALDOA,11.51304,7.9065766,1.1340896304643936e-30,3.0693149683622756e-28
GRINA,11.496067,5.855715,1.3806452649594916e-30,3.696417898088858e-28
UBC,11.456377,10.534029,2.1846229679134246e-30,5.78669439128472e-28
HERC5,11.413063,8.71839,3.598300288433454e-30,9.430955671758376e-28
IFI44L,11.410895,6.2787013,3.689108169960809e-30,9.568240033734811e-28
MYL12A,11.40007,7.895786,4.177821187683776e-30,1.072407935589055e-27
SNX10,11.390653,7.7721167,4.6548814778510466e-30,1.1826723869082979e-27
OAS1,11.374317,7.2131934,5.6140761332173634e-30,1.4119685014240316e-27
JUN,11.2735195,8.366221,1.7733637723999814e-29,4.4154984568987135e-27
MCL1,11.253877,5.580483,2.2163117584276997e-29,5.463757076543693e-27
SPI1,11.209852,6.672242,3.64800915085241e-29,8.905076455595507e-27
FTH1,11.20155,179.59993,4.0066281367461567e-29,9.685537279305102e-27
XAF1,11.196725,6.2368517,4.23087742628353e-29,1.0129290099714772e-26
GABARAP,11.162644,7.7664976,6.211625870252276e-29,1.4729835480324897e-26
LAPTM5,11.094935,8.324822,1.3275553233644856e-28,3.11837735815588e-26
CD53,10.996196,5.3965545,3.985946169243252e-28,9.18945126555442e-26
GCH1,10.991334,9.743546,4.206613983771927e-28,9.609218493755707e-26
FYB1,10.980778,7.0098963,4.728336047533698e-28,1.0702803567958323e-25
GLUL,10.962409,16.00231,5.793628068739775e-28,1.299599507059024e-25
STAT1,10.954241,6.6093454,6.34077459973485e-28,1.4096334532035538e-25
GRB2,10.844247,5.6544466,2.1237750968558325e-27,4.679635056337466e-25
UPP1,10.813938,6.214364,2.956974508976775e-27,6.458395464825678e-25
S100A9,10.808269,42.106533,3.1455240518295462e-27,6.810469857956858e-25
TPM3,10.801349,5.663893,3.3918277725476905e-27,7.280441354195254e-25
GBP2,10.754018,7.447536,5.6734980287599764e-27,1.2073882685307235e-24
NAPA,10.713239,5.24228,8.82202798406855e-27,1.8458796199606964e-24
LCP2,10.710435,6.4754386,9.093399848955757e-27,1.886804690326245e-24
ACSL1,10.707018,6.7587066,9.435229370632457e-27,1.9415518685898973e-24
ARPC2,10.702573,6.4662323,9.899111028349804e-27,2.0203111925809982e-24
DEK,10.677982,5.111504,1.2904563390618475e-26,2.5912155150242695e-24
RHOA,10.663165,6.168629,1.5135753096010204e-26,3.0149209307004645e-24
MTRNR2L12,10.64994,35.149433,1.74479197179765e-26,3.4479028020468006e-24
DDX60L,10.645065,6.2756896,1.8385559558171066e-26,3.6045830507000106e-24
OASL,10.626917,6.586056,2.2337606180162337e-26,4.3451879396864215e-24
ATP6V1F,10.622141,7.148058,2.3510703700545387e-26,4.526718862982406e-24
IDO1,10.621651,11.651053,2.3634421148950268e-26,4.526718862982406e-24
CFL1,10.574773,10.249927,3.9012150053064713e-26,7.414988734131742e-24
IGSF6,10.572911,6.114007,3.979448306761952e-26,7.50638510530802e-24
CALHM6,10.560592,34.174442,4.537908941198335e-26,8.495443212548672e-24
CCL4L2,10.543938,35.737637,5.418187482242963e-26,1.0067720158236383e-23
IFI35,10.502619,6.004141,8.401598895256658e-26,1.5269446050583614e-23
ANXA5,10.490973,7.120703,9.504427476628646e-26,1.7148604329027293e-23
CD44,10.484948,5.163782,1.0130115425721199e-25,1.8146024747124613e-23
LITAF,10.480405,6.000671,1.0628768224306088e-25,1.890326428692838e-23
BST2,10.475213,5.3692746,1.1228501930381595e-25,1.9828260252806478e-23
CCL4,10.430441,33.255753,1.8005053146935046e-25,3.157097312010815e-23
SAMD9L,10.428617,6.4872336,1.835413085164428e-25,3.1958007277978383e-23
ARPC5,10.422971,5.010736,1.9477201761754936e-25,3.367797546291223e-23
LCP1,10.408422,4.8019624,2.2695062524639175e-25,3.897133529662006e-23
IER2,10.386772,6.3780417,2.84831073893701e-25,4.857540348547439e-23
HIF1A,10.3485155,5.6916804,4.250265627296999e-25,7.199140398235917e-23
IFIH1,10.2945595,6.7589126,7.456040616128328e-25,1.2459594315501962e-22
LILRB4,10.287236,9.877236,8.04527437139823e-25,1.33546191048963e-22
CLIC1,10.277978,8.334226,8.856621687975563e-25,1.4604041285357852e-22
ATP6V1B2,10.224095,5.0711226,1.5466529859530677e-24,2.53356004587141e-22
IFI16,10.21174,4.8785925,1.756873044267768e-24,2.8405442811183865e-22
CCL7,10.208947,25.333376,1.808164537050868e-24,2.9046121811631975e-22
DUSP6,10.173397,7.8424993,2.6065699618039356e-24,4.1338207311437064e-22
ZEB2,10.170017,5.319406,2.698620558110989e-24,4.252718561797817e-22
TGFB1,10.164408,6.0555444,2.8585282423003923e-24,4.476383314782231e-22
SDCBP,10.145684,5.9854927,3.4634376264617546e-24,5.389758341329452e-22
IRF1,10.142083,5.60373,3.593516877793731e-24,5.55745197144013e-22
OAS2,10.13563,5.0499086,3.838911335149304e-24,5.900311934190279e-22
TPT1,10.130218,15.007838,4.0574716610328605e-24,6.197974655709031e-22
TYROBP,10.124743,23.888298,4.291035594569655e-24,6.51478629690182e-22
FCGR1A,10.121081,5.5420537,4.45465128034458e-24,6.722203771472709e-22
FTL,10.113685,270.51816,4.804248069975938e-24,7.206082692429571e-22
OAS3,10.073482,6.387107,7.237015397178219e-24,1.0662393276588194e-21
TCIRG1,10.036829,4.8603735,1.0499532698361801e-23,1.5288179219678975e-21
SQSTM1,10.033388,5.8104734,1.0872094270668677e-23,1.5738620653801127e-21
BAZ1A,10.032384,5.117311,1.0983260207977889e-23,1.580764138256887e-21
DEFB1,9.998388,8.828752,1.548969789711408e-23,2.2165401605761117e-21
RGS10,9.99736,6.049246,1.5651403023138025e-23,2.2268816221320785e-21
DDX58,9.996295,32.023376,1.5820645708386067e-23,2.2381719175744582e-21
CMPK2,9.977754,5.658692,1.9073524119322516e-23,2.6831168194746403e-21
CCRL2,9.963744,8.000543,2.196310969914382e-23,3.0722442044886628e-21
DRAP1,9.953262,4.4171333,2.440499220227298e-23,3.394748049410027e-21
PSME2,9.903237,6.7564445,4.030156614922409e-23,5.513564261261157e-21
ATF5,9.896073,6.875187,4.329427374690625e-23,5.890623617618682e-21
CD48,9.892608,6.44492,4.481997633776225e-23,6.065068428445338e-21
GSTO1,9.872793,5.3187094,5.462198669061781e-23,7.272902923046487e-21
ATP6V1G1,9.847199,5.2913337,7.048079978672425e-23,9.334582095157698e-21
COTL1,9.827226,5.616201,8.595399859894873e-23,1.1323643445054097e-20
PTPRE,9.820686,6.412436,9.171696871326967e-23,1.2019267389430008e-20
OAZ1,9.797578,9.80203,1.1531744607101313e-22,1.495463067563623e-20
LGALS9,9.784952,4.9190598,1.3065677627359668e-22,1.6856078095524785e-20
PPP1R15A,9.780801,4.8303485,1.3612893359755832e-22,1.7471517101266003e-20
STAT2,9.764072,4.953186,1.6057390939636586e-22,2.0503229590051866e-20
FGR,9.763032,5.8249097,1.6223109437403047e-22,2.0609142953158082e-20
MNDA,9.733212,5.1590877,2.176089913528086e-22,2.750378820149026e-20
B4GALT5,9.720269,6.2835245,2.471282421675626e-22,3.107700051378859e-20
FLOT1,9.695568,4.4155602,3.1487902783507793e-22,3.939785383952566e-20
PARP14,9.688944,4.7670274,3.359863291302742e-22,4.1828618045073483e-20
PKM,9.674065,5.408928,3.8862957244095903e-22,4.814172997118129e-20
SLAMF7,9.651838,32.773277,4.828249505373763e-22,5.922097755384303e-20
NME2,9.623182,6.3797264,6.382541698578227e-22,7.790142438867612e-20
MT-ND4L,9.602609,10.800529,7.794606402539751e-22,9.375744194050109e-20
HAVCR2,9.592421,6.6727457,8.604264504380606e-22,1.0299883744931381e-19
AQP9,9.5716505,5.3358502,1.0521203909232906e-21,1.2534328044784216e-19
CYBB,9.560801,5.01967,1.1684892456770973e-21,1.3854387489578117e-19
IFNGR2,9.549743,5.602171,1.3001878334796475e-21,1.5342832637824522e-19
SERF2,9.535243,14.560414,1.4953436959794473e-21,1.7562529568958613e-19
PSMA6,9.522679,5.3057785,1.6877108592730987e-21,1.9728785298141259e-19
IFI44,9.505779,5.109179,1.985554311787736e-21,2.2994565957768765e-19
S100A11,9.474711,28.043869,2.674995529891932e-21,3.0835515601286676e-19
ARPC3,9.428727,5.376898,4.1509459842845174e-21,4.741027709298174e-19
SERPINA1,9.413542,7.7077193,4.796921711429678e-21,5.453815237118153e-19
ITGB2,9.364338,5.4141374,7.65287446864557e-21,8.6221231400364735e-19
ANKRD22,9.329719,31.928375,1.0615282851565361e-20,1.1905852600050717e-18
LACTB,9.329032,5.248454,1.0684184148321891e-20,1.1929394668568016e-18
CSTB,9.322848,18.000092,1.1325843580010788e-20,1.2589383004405741e-18
RPS26,9.303328,6.1297727,1.3611712034662823e-20,1.5063023020047541e-18
FNIP2,9.282265,6.325645,1.659138244138677e-20,1.8279151832216332e-18
SP110,9.281579,4.847773,1.6698535647917926e-20,1.831616031266557e-18
NCF2,9.261275,4.751951,2.0200536917830132e-20,2.2060226698116335e-18
ATG3,9.250878,4.54708,2.226558038784866e-20,2.420920026537309e-18
POMP,9.232705,4.974365,2.6388202994541908e-20,2.8566950711352125e-18
APOL6,9.226974,4.337808,2.7838550270767904e-20,3.000658282215801e-18
PRELID1,9.213173,4.3911176,3.1662537250860435e-20,3.398127219867129e-18
RGL1,9.18355,6.2193604,4.1711100319962677e-20,4.457359171101934e-18
ACTR3,9.175565,4.0716777,4.492125154522099e-20,4.759549966912585e-18
LAIR1,9.143602,5.676418,6.040560810097477e-20,6.373047610619368e-18
PSME1,9.142219,4.4309444,6.118376414613497e-20,6.427909466137615e-18
AIF1,9.140872,5.9566517,6.195077609447499e-20,6.481144428471987e-18
PSMB10,9.13372,4.726068,6.618489008101471e-20,6.895136310155587e-18
LILRB3,9.132361,6.7797413,6.70214213015386e-20,6.95319320411254e-18
CD83,9.113809,6.347742,7.953983978172556e-20,8.217686600519438e-18
MOB1A,9.109008,4.0054126,8.313881912119991e-20,8.554022550821308e-18
PIM3,9.093602,5.1443152,9.58108666308064e-20,9.817262420742586e-18
IER3,9.080022,9.036192,1.0855350486231561e-19,1.1032137622721619e-17
SCARB2,9.018387,4.271925,1.9087880540311203e-19,1.916407812795196e-17
HMGA1,9.002589,5.523767,2.2045495229614414e-19,2.2044609868360213e-17
ARF1,9.000949,4.09795,2.237754406009533e-19,2.2287138782092545e-17
TFEC,8.981502,4.8745184,2.670952096460925e-19,2.6390490575309747e-17
FNDC3B,8.97784,4.0738444,2.7613311880797434e-19,2.7175646344663056e-17
SQOR,8.958174,4.288014,3.30101342163619e-19,3.2359028813117913e-17
GK,8.947825,3.9104867,3.625538758321625e-19,3.5400897860176526e-17
B2M,8.928293,74.04293,4.3263259651466525e-19,4.20785899242916e-17
SERPING1,8.915974,4.448777,4.835493139550101e-19,4.684783800842722e-17
ARL8B,8.915459,4.3941026,4.85799154807317e-19,4.688338432382708e-17
CTSC,8.913892,9.482384,4.927197878209611e-19,4.7331716706157434e-17
SPHK1,8.913548,31.015965,4.942466100486338e-19,4.7331716706157434e-17
LGALS1,8.906091,10.860807,5.286358169488012e-19,5.023856185575649e-17
MPP1,8.902527,6.320971,5.458923681904551e-19,5.1681270249331336e-17
ATP6V0B,8.899551,4.63081,5.607279203893709e-19,5.2884713976420254e-17
EIF2AK2,8.893343,4.1461363,5.929753413664578e-19,5.571506801767333e-17
SMCHD1,8.884428,4.6720343,6.42506733052715e-19,6.014201182811861e-17
PTPRC,8.8669405,4.2097683,7.518317568872062e-19,7.011183114132789e-17
IL4I1,8.857646,8.642087,8.172205073648834e-19,7.592527392865012e-17
NOP10,8.843943,4.2002845,9.239936841299041e-19,8.552609197453711e-17
IL10RA,8.842314,6.537759,9.375667809398899e-19,8.646101955045302e-17
PSMB8,8.839828,4.1358027,9.586641638713602e-19,8.80803653735535e-17
SUB1,8.838395,4.09265,9.710360253708208e-19,8.888906616069143e-17
GNB2,8.8273735,3.7221465,1.0716258813465588e-18,9.773777589614639e-17
UBE2D3,8.823675,3.6588762,1.107633101868982e-18,1.0065312628991161e-16
RAB5IF,8.822952,4.4743032,1.114805882197928e-18,1.0093655149398622e-16
GADD45B,8.812238,5.905958,1.226726356400349e-18,1.1066760705801554e-16
SAMD9,8.802722,5.577114,1.3353693862929494e-18,1.2003379909497526e-16
LILRB2,8.791566,7.8647857,1.4748959548250496e-18,1.3209868481722628e-16
FXYD5,8.786668,3.6626997,1.5406184799623269e-18,1.3728341449304888e-16
DRAM1,8.786435,6.5020895,1.5438112397306593e-18,1.3728341449304888e-16
CCNL1,8.751472,3.594257,2.1058680347471365e-18,1.8659789394010303e-16
PTPN6,8.73739,4.212003,2.3855888345493056e-18,2.1063395883490481e-16
FAM49B,8.7266865,4.3274055,2.6224285447250044e-18,2.3072737927599957e-16
BRI3,8.722633,3.576472,2.7180611389467597e-18,2.382993109106879e-16
EMP1,8.7061,8.057194,3.145070188228292e-18,2.747687811112149e-16
CBWD2,8.697577,7.443472,3.3904384965278312e-18,2.951696787589037e-16
ATF3,8.682503,5.806559,3.871538935306271e-18,3.358796095825465e-16
TLR2,8.668995,6.67297,4.359497430835558e-18,3.7559559353070784e-16
RHOG,8.666093,4.3140187,4.472015349966425e-18,3.839610696510828e-16
CARD16,8.663386,3.7459648,4.579517889970892e-18,3.918399173277843e-16
FPR1,8.659761,5.8700733,4.727509153942149e-18,4.031172959726218e-16
FLNA,8.65479,3.9633653,4.938202536341134e-18,4.196460919875696e-16
RAC1,8.625081,4.2479115,6.4047273002172255e-18,5.405806950783346e-16
RPS21,8.613227,6.549513,7.103231421973848e-18,5.975113485666447e-16
CD47,8.602818,4.324109,7.778242897830506e-18,6.5208912428647055e-16
RAB20,8.554838,6.7837615,1.1803460074905263e-17,9.862226590774031e-16
FERMT3,8.543278,5.002128,1.3046756735208557e-17,1.0864588493309626e-15
RIPK2,8.540877,30.982155,1.332066034667192e-17,1.102131017345793e-15
MAP1LC3B,8.540853,3.3764718,1.332348432551844e-17,1.102131017345793e-15
RNF13,8.526109,3.8892715,1.5135320914344528e-17,1.2478621041267033e-15
NMI,8.517402,4.3369174,1.6317283036663693e-17,1.3408713872273576e-15
EIF1,8.516165,8.129158,1.6492410568404226e-17,1.3508043774430817e-15
OPTN,8.515675,4.6660113,1.6562279571859867e-17,1.3520793411794715e-15
LHFPL2,8.5049715,5.5824146,1.816395641525052e-17,1.4731737810531685e-15
PML,8.50409,5.412749,1.8302520339010982e-17,1.4795923828605014e-15
ZNFX1,8.4789,4.727942,2.2733277430276436e-17,1.825922176569203e-15
ACTG1,8.47852,9.817806,2.2807562588067737e-17,1.8259983951135005e-15
CAP1,8.476243,3.2335112,2.3258329451448975e-17,1.8561190545244487e-15
SLC31A2,8.463874,5.629124,2.5863879099266974e-17,2.0574591875164484e-15
RAB31,8.452057,3.739574,2.862153403745033e-17,2.2695782675110693e-15
FCGR2A,8.442346,4.1298003,3.110319401769192e-17,2.458534691576226e-15
CLEC7A,8.440949,4.143691,3.147698031332906e-17,2.4802067494353802e-15
CD163,8.439823,5.954131,3.178186065556619e-17,2.4963298058767902e-15
CSF2RB,8.418086,6.1459756,3.82683959757872e-17,2.9963672685569986e-15
RAB7A,8.407971,3.5042152,4.171641188582022e-17,3.2561032587618737e-15
GIMAP4,8.407187,6.201001,4.1996017116435706e-17,3.267683844319165e-15
CXCL11,8.402154,36.526142,4.383617974135643e-17,3.400239998068641e-15
MS4A6A,8.392737,5.5871544,4.749534144461143e-17,3.661258534456285e-15
ATP5F1E,8.388083,11.504958,4.94131330747056e-17,3.797338272923132e-15
CEBPB,8.386026,4.7784953,5.0285159410240496e-17,3.8524621050940866e-15
SLC25A37,8.383687,4.14673,5.129501876592001e-17,3.917775068259639e-15
PIM1,8.376242,5.9217668,5.464470212296245e-17,4.160851492842942e-15
ZYX,8.368073,4.5395517,5.856788705467262e-17,4.445981157848456e-15
IFI27,8.3644,29.082195,6.042179654808876e-17,4.57277298556493e-15
ATOX1,8.336723,4.922086,7.637732413813768e-17,5.728069258179188e-15
PRR13,8.326241,3.4005442,8.344984786436453e-17,6.239692978903341e-15
RPL30,8.325359,7.723509,8.407336864209203e-17,6.267493430597153e-15
TAGAP,8.314203,7.579587,9.237082824355869e-17,6.865496275929456e-15
PARP9,8.309341,4.239612,9.623464847290776e-17,7.131388429544436e-15
STX11,8.303855,5.0969586,1.0078644906466273e-16,7.446533517095067e-15
TXN,8.297009,14.053497,1.0676468126499674e-16,7.864892895908739e-15
NPC2,8.274416,6.06737,1.2908701805937152e-16,9.481232043245697e-15
PIK3AP1,8.261925,5.420056,1.433420270082317e-16,1.0497273913170474e-14
TSC22D3,8.2593775,4.7556496,1.464340002676361e-16,1.0692258570861793e-14
LILRA5,8.252851,31.073023,1.5466052332195415e-16,1.1259919211091627e-14
TMEM50A,8.249972,3.4999561,1.5843078577939154e-16,1.14826355044797e-14
CASP4,8.249813,4.1124015,1.586419781332992e-16,1.14826355044797e-14
RAB10,8.233881,3.5744514,1.8124320583025246e-16,1.3080506034688279e-14
USP18,8.23262,5.803687,1.8316249965299293e-16,1.3180818146993845e-14
PPIB,8.2275505,4.5107384,1.9108114003521106e-16,1.3711035463218214e-14
MSN,8.219027,4.0048676,2.0516101528370343e-16,1.4679034826290033e-14
ATP6V0E1,8.200891,3.5324435,2.3861276030528837e-16,1.6926550196129274e-14
RBMS1,8.1978655,3.7183375,2.446923970747548e-16,1.7308511348762273e-14
PSMB3,8.193322,3.5434206,2.5411215922074097e-16,1.7923905530983653e-14
ICAM1,8.189024,7.6126866,2.633527835171368e-16,1.8523223041788673e-14
YBX1,8.140983,5.7855206,3.920817686377964e-16,2.7499842133274626e-14
SMCO4,8.125688,4.4272857,4.448333970243547e-16,3.1112097619408446e-14
PCBP1,8.117385,3.5926757,4.763366590776038e-16,3.322214698703993e-14
CD63,8.101636,8.966409,5.422481252713111e-16,3.7713508578576466e-14
EEF1D,8.098942,3.0647604,5.5439091901562155e-16,3.845063925506953e-14
PTAFR,8.091888,4.7963395,5.874666085821795e-16,4.063147524191024e-14
LILRB1,8.090909,5.767794,5.922116260714554e-16,4.084619744474562e-14
HMOX1,8.087676,4.976184,6.0813971127369e-16,4.182892450553483e-14
LGALS3,8.068964,12.659406,7.089719541265553e-16,4.863000739889008e-14
SNX6,8.062387,3.8751016,7.481839239244825e-16,5.117865802691123e-14
MYL6,8.054611,9.766451,7.973158778858386e-16,5.43900494341904e-14
ELOC,8.047362,3.6788118,8.459772118389357e-16,5.739505884898545e-14
SIRPA,8.030205,4.8635736,9.730974307951643e-16,6.566166105519999e-14
SLC2A3,8.020249,4.1852465,1.0553084449183076e-15,7.101655397302958e-14
H3F3A,8.016331,7.047807,1.089511255199301e-15,7.312059499516818e-14
HPSE,8.007146,30.938414,1.1740113808315094e-15,7.857986390140793e-14
HCK,7.990332,4.190626,1.3457569850670488e-15,8.983378866269288e-14
NT5C3A,7.9835725,3.9679537,1.421579627260071e-15,9.464147363408692e-14
ADAR,7.957513,3.1623623,1.7553204267315485e-15,1.1593030054426744e-13
ENO1,7.9511695,3.7959273,1.847592485204119e-15,1.2170160129390835e-13
SOCS1,7.938911,8.500948,2.0396403123669974e-15,1.339973723947912e-13
RPL37,7.9371476,7.7658753,2.0688382779479584e-15,1.355579060069111e-13
SIGLEC1,7.9241056,4.375707,2.2979436626876548e-15,1.4939033748631833e-13
FOSB,7.9095206,6.8192205,2.5838210813430058e-15,1.6753791954260288e-13
PPP1R18,7.8988786,4.973611,2.814235539330069e-15,1.815327738180813e-13
PHF11,7.898548,4.181891,2.82170955779737e-15,1.8153971485103896e-13
HM13,7.8966007,4.386734,2.866121331343533e-15,1.8345386896946689e-13
ITGAX,7.892082,5.292213,2.9718595911999034e-15,1.8973418451611897e-13
BACH1,7.8876734,4.8205557,3.0787174438795254e-15,1.9605367170116702e-13
TNFAIP3,7.87217,4.29087,3.4854181296092867e-15,2.2082296694438075e-13
NEAT1,7.86688,12.0037365,3.635956406472416e-15,2.297758339207022e-13
P2RX4,7.8555646,4.8074894,3.979757021794416e-15,2.508657470523017e-13
PGD,7.808821,3.7623374,5.772525558028274e-15,3.6204058909155157e-13
MTHFD2,7.798498,4.8724084,6.2648378814100785e-15,3.919301467568582e-13
S100A12,7.7978854,34.745476,6.295302278154844e-15,3.928489509367856e-13
UBE2D1,7.792877,4.037557,6.5500375798568666e-15,4.070222771514226e-13
SH3GLB1,7.792779,3.5059977,6.555120010350635e-15,4.070222771514226e-13
TAPBP,7.792375,3.106509,6.576126098398205e-15,4.073108550348679e-13
CYBA,7.7909913,8.87192,6.648559154902577e-15,4.107753707144399e-13
YWHAB,7.7890806,3.308688,6.749847114067058e-15,4.160010972602863e-13
WIPF1,7.7723894,4.221531,7.701925887344191e-15,4.735067967135383e-13
FCGR3A,7.768324,4.210838,7.953160645803717e-15,4.877481451228245e-13
TPI1,7.7659845,3.5725014,8.10133313628846e-15,4.956144809838977e-13
STAT3,7.7642336,3.4324083,8.214043880662114e-15,5.01278133785799e-13
RHEB,7.7502975,3.1208904,9.16774899502689e-15,5.581119369857568e-13
USP15,7.746354,4.0339155,9.456840958655214e-15,5.729096910694798e-13
